mileage,price,model,year,description,brand,description_sentiment,description_sentiment_twtr
"5,084 miles","$12,499 ",R nineT Scrambler,  2019 BMW Sportbike,"Feel the wind, lean into every curve and experience the freedom in every mile you ride the BMW R nineT Scrambler empowers you to do your own thing. Rugged by nature with an authentic scrambler look, combined with the innovative technology and familiar quality of BMW Motorrad. Whether in the city, on winding country roads or on the beach, the potent opposed-twin engine and high-positioned dual exhaust deliver powerful acceleration and an unmistakable sound. Even long trips two-up are a breeze thanks to the relaxed seating position. In just a few steps you can also give your R nineT Scrambler your own personal touch.",BMW,"[{'label': '5 stars', 'score': 0.682282030582428}]","[{'label': 'positive', 'score': 0.9125676155090332}]"
"8,914 miles","$16,995 ",K 1600 GTL EXCLUSIVE,  2016 BMW Touring,"This one owner 2016 BMW K1600GTL Exclusive is for sale at Cycle Werks in Barrington in Barrington IL and is in immaculate condition with only 8914 miles.  Our service department has inspected the bike and performed an oil and oil filter change along with a rear drive fluid change and also a brake fluid flush.  The previous owner had installed new tires at Cycle Werks at 5500 and this bike was originally purchased new from Cycle Werks as well.  It is equipped with an Adaptive Headlight, Dynamic Traction Control, Hill Start Control, Central Locking System, Tire Pressure Monitors, Anti Theft Alarm System, Bluetooth Interface, Keyless Ride, Audio System with Radio, Electronic Suspension Adjustment, ABS Pro, Auxiliary LED Running Lights, Engine Protection Guards, Power Adjusting Windscreen, Heated Grips, Heated Seat, Passenger Arm Rests and a BMW Navigation System.",BMW,"[{'label': '5 stars', 'score': 0.5027306079864502}]","[{'label': 'neutral', 'score': 0.5431889295578003}]"
"17,974 miles","$14,999 ",S 1000 RR,  2012 BMW Sportbike,"The latest in racing power. With an aluminium bridge, radial brakes, the BMW S1000RR comes standard in Canada with Race ABS, Dynamic Traction Control (DTC) and Gear Shift Assist. Never before is it so easy to keep so much power under control. This is just as true on public roads as it is down on the racetrack. The RR label shows that it is a full-blooded racing bike, even though it can also be ridden with a number plate attached. To top it all off is an engine which is our absolute pride and joy. And our motorsports team agree wholeheartedly.",BMW,"[{'label': '5 stars', 'score': 0.791878342628479}]","[{'label': 'positive', 'score': 0.8906103372573853}]"
"45,078 miles","$6,995 ",R 1200 R,  2009 BMW Sport Touring,,BMW,,
,"$6,799 ",R 1200 R,  2007 BMW Standard,,BMW,,
,"$27,815 ",R 18 TRANSCONTINENTAL,New 2022 BMW Standard,"The R 18 Transcontinental offers you exclusive and luxurious traveling. As a member of the R 18 family it represents BMW Motorrads tradition and is deeply rooted in the here and now: its unmistakable front end with the tall windscreen and the mighty Big Boxer promise a comfortable, powerful ride for miles. The automatic load compensation feature accurately adapts the chassis to the load applicable to the motorcycle. And thanks to it being prepared for customizing you can define your R 18 Transcontinental according to what you will discover on every trip: yourself. Simply put: classic #SoulFuel.",BMW,"[{'label': '5 stars', 'score': 0.5897906422615051}]","[{'label': 'positive', 'score': 0.8998309373855591}]"
153 miles,"$16,644 ",R nineT 719 Aluminum,  2022 BMW Cruiser,"Thoroughly reduced. And yet entirely present. The BMW R nineT. The classic roadster embodies the passion and innovation of over 90 years of motorcycle design, with high-quality materials and careful workmanship in the smallest detail. Its iconic boxer engine now blends in even better with the original proportions. And lets you power over the asphalt with its improved torque curve. Countless individualization options mean no limits when it comes to your self-realization. Become part of the #Soulfuel community and show who you really are with your R nineT.",BMW,"[{'label': '2 stars', 'score': 0.2562662661075592}]","[{'label': 'positive', 'score': 0.9069100022315979}]"
,"$28,360 ",K 1600 GRAND AMERICA,New 2023 BMW Touring,"Traveling in pairs means experiencing every mile twice. Makes sense, right? However, with the K 1600 Grand America you will experience more. Its six-cylinder engine lets you casually cruise towards the horizon: well equipped with footboards, a top case featuring a backrest and high windscreen. As a result, it wont be easy to say which was the most beautiful moment of the tour at the end of each day. Still, the stories about every mile will feel at least twice as good. Simply put:",BMW,"[{'label': '3 stars', 'score': 0.42656439542770386}]","[{'label': 'positive', 'score': 0.8894761800765991}]"
,"$27,765 ",R 18 B,New 2022 BMW Standard,"The R 18 B brings together full Boxer power with BMW Motorrad touring history and the emotional character of the R 18 family. The large front end featuring a fork-mounted fairing and low windscreen demonstrate a strong character. The 1802 cc of the black Big Boxer leaves no room for speculation. Still, its not all about displacement. The R 18 B goes significantly further. Its made for customizing. Turn it into your unique bike and bring out the .",BMW,"[{'label': '4 stars', 'score': 0.43042367696762085}]","[{'label': 'positive', 'score': 0.7146760821342468}]"
,"$28,140 ",R 18 B,New 2022 BMW Standard,"The R 18 B brings together full Boxer power with BMW Motorrad touring history and the emotional character of the R 18 family. The large front end featuring a fork-mounted fairing and low windscreen demonstrate a strong character. The 1802 cc of the black Big Boxer leaves no room for speculation. Still, its not all about displacement. The R 18 B goes significantly further. Its made for customizing. Turn it into your unique bike and bring out the .",BMW,"[{'label': '4 stars', 'score': 0.43191418051719666}]","[{'label': 'positive', 'score': 0.7146760821342468}]"
,"$28,965 ",R 18 TRANSCONTINENTAL,New 2022 BMW Standard,"The R 18 Transcontinental offers you exclusive and luxurious traveling. As a member of the R 18 family it represents BMW Motorrads tradition and is deeply rooted in the here and now: its unmistakable front end with the tall windscreen and the mighty Big Boxer promise a comfortable, powerful ride for miles. The automatic load compensation feature accurately adapts the chassis to the load applicable to the motorcycle. And thanks to it being prepared for customizing you can define your R 18 Transcontinental according to what you will discover on every trip: yourself. Simply put: classic",BMW,"[{'label': '5 stars', 'score': 0.5957861542701721}]","[{'label': 'positive', 'score': 0.9070775508880615}]"
,"$26,560 ",R 18 TRANSCONTINENTAL,New 2022 BMW Standard,"The R 18 Transcontinental offers you exclusive and luxurious traveling. As a member of the R 18 family it represents BMW Motorrads tradition and is deeply rooted in the here and now: its unmistakable front end with the tall windscreen and the mighty Big Boxer promise a comfortable, powerful ride for miles. The automatic load compensation feature accurately adapts the chassis to the load applicable to the motorcycle. And thanks to it being prepared for customizing you can define your R 18 Transcontinental according to what you will discover on every trip: yourself. Simply put: classic",BMW,"[{'label': '5 stars', 'score': 0.6009612083435059}]","[{'label': 'positive', 'score': 0.9070775508880615}]"
"35,286 miles","$11,495 ",K 1600 GTL,  2012 BMW Touring,"This   2012 BMW K1600GTL is for sale at Cycle Werks in Barrington in Barrington IL and is in excellent condition with 35286 miles.  Our service department inspected the bike and performed the 36K service which included an oil and oil filter change, Rear drive fluid change, Brake fluid flush, Coolant flush, Installation of new spark plugs and a Valve Check.  This bike is ready to ride!  It is equipped with an Adaptive Headlight, Bluetooth Interface, Central Locking System, Comfort Package, Anti Theft Alarm System, Auxiliary LED Running Lights, Dynamic Traction Control, Electronic Suspension Adjustment, Safety Package, Anti Lock Braking System, Power Adjusting Windscreen, Heated Seat, Heated Grips, Tire Pressure Monitors, Highway Pegs, Engine Protection Bars, Auxiliary Brake Light In top Case, Battery Tender Lead and a BMW Navigation System.",BMW,"[{'label': '5 stars', 'score': 0.7183430194854736}]","[{'label': 'positive', 'score': 0.7894020080566406}]"
,"$33,025 ",K 1600 B,New 2023 BMW Touring,"With the K 1600 B one thing is for sure: nothing is more exciting than a long tour. The vast landscape whizzes past you while you are totally relaxed. Enjoy unleashing the power of the legendary six-cylinder engine. From then on, you are virtually eating up the road ahead of you, turning relaxed cruising with luxurious comfort into adventurous performance touring. Just like you would expect from the elongated and dynamically drawn bagger outline. Thanks to the K 1600 B, youre happy to be riding a little longer, whether on your own or with friends. Simply put: .",BMW,"[{'label': '4 stars', 'score': 0.437641441822052}]","[{'label': 'positive', 'score': 0.968494713306427}]"
"9,498 miles","$18,995 ",R 1250 GS,  2019 BMW Dual Sport,"This   2019 BMW R1250GS is for sale at Cycle Werks in Barrington in Barrington IL and is in excellent condition with only 9498 miles.  Our service department has inspected the bike and performed an oil and oil filter change and the previous owner had just completed a rear drive oil change and a brake fluid flush prior to trade in so this bike is ready to ride.  This bike is equipped with the Premium Package, Dynamic Electronic Suspension Adjustment, Keyless Ride, Ride Modes Pro, Touring Package, Passenger Kit, Heated Grips, Cruise Control, Dynamic Traction Control, LED Style Element, Gear Shift Assist Pro, Comfort Package, Dynamic Package, Chrome Exhaust Pipe, Style HP, ABS Pro, Tire Pressure Monitors, Sport Suspension, Hand Protection, Cross Spoke Wheels, Valve Cover Guards, Brake Pedal Enlarger, Battery Tender Lead, Alt Rider Luggage Rack, Denali Auxiliary Brake Light, TFT Screen Protector, Auxiliary USB Sockets, Touretech Hand Guard Extensions, Touretech Headlight Guard, Denali Auxiliary Running Lights, Denali Horn, Radiator Guards, BMW Navigation System and BMW Vario Side Cases.",BMW,"[{'label': '5 stars', 'score': 0.6863986253738403}]","[{'label': 'positive', 'score': 0.7216993570327759}]"
"79,761 miles","$7,995 ",K 1600 GTL,  2012 BMW Touring,"This   one owner2012 BMW K1600GTL is for sale at Cycle Werks in Barrington in Barrington IL and has 79761 miles.  Our service department has inspected the bike and performed an oil and oil filter change along with performing a rear drive oil change so this bike is ready to ride.  This bike has a few scratches but runs great and is priced to sell.  It is equipped with the Comfort Package, Adaptive Headlight, Bluetooth Interface, Central Locking System, Auxiliary LED Running Lights, Dynamic Traction Control, Power Adjusting Windscreen, Heated Seat, Heated Grips, Electronic Suspension Adjustment, Safety Package, Tire Pressure Monitors, Anti Theft Alarm System, Battery Tender Lead, Top Case Rack, BMW Navigation System and Engine Protection Bars.",BMW,"[{'label': '5 stars', 'score': 0.4843575656414032}]","[{'label': 'neutral', 'score': 0.5272646546363831}]"
,"$29,775 ",K 1600 GT,New 2023 BMW Touring,"Your trip is perfect if you have forgotten everything you left behind after the first corner. When you feel an irresistible drive, in response to the smallest command. In other words: When you have everything you need, but you still get more than before: more comfort, more performance. The legendary six-cylinder K 1600 GT now drives you forward with even more focus. In keeping with this, the new cockpit has been fully geared towards your needs. For an outstanding performance tour when youre out and about. A fully fledged .",BMW,"[{'label': '5 stars', 'score': 0.47409582138061523}]","[{'label': 'positive', 'score': 0.9552598595619202}]"
"5,689 miles","$19,995 ",R 1250 GS,  2020 BMW Dual Sport,"This one owner   2020 BMW R1250GS  is for sale at Cycle Werks in Barrington in Barrington IL and is in immaculate condition with only 5689 miles.  Our service department has inspected the bike and the previous owner had just completed the 6K service so this bike is ready to ride.  This bike is equipped with Dynamic Electronic Suspension Adjustment, Keyless Ride, Ride Modes Pro, Touring Package, Exclusive Style Package, Heated Grips, GPS Preparation, Cruise Control, Touretech Hand Guards, LED Style Element, Gear Shift Assist, Comfort Package, Dynamic Package, Chrome Exhaust Pipe, ABS Pro, Tire Pressure Monitors, Headlight Guard, Touretech Upper and Lower Engine Guards, Touretech Radiator Guard, Enduro Skid Plate, Touretech Side Stand Expander, Touretech Starter Guard Cover, RAM Mount, USB Sockets, Battery Tender Lead and BMW Vario Side Cases.",BMW,"[{'label': '5 stars', 'score': 0.5758854746818542}]","[{'label': 'positive', 'score': 0.6210430264472961}]"
"11,768 miles","$8,597 ",R nineT,  2015 BMW Standard,"Motorcycling has always been a passionate lifestyle. For the past 90 years BMW Motorrad has been ensuring that this remains the same in the future, too. For those who like it pure and original, BMW Motorrad has now developed the perfect machine: the BMW R nineT. A motorcycle featuring purist design and numerous ways of customizing it.",BMW,"[{'label': '5 stars', 'score': 0.4066001772880554}]","[{'label': 'positive', 'score': 0.9549657106399536}]"
,"$26,225 ",R 1250 GS ADVENTURE,New 2023 BMW Dual Sport,"The world is there to be discovered. Theres always something new. The R 1250 GS is the queen of the touring enduro Its just made for impassable routes, adverse conditions and the most remote destinations. That is why we have further optimized the high standard of touring suitability and comfort. From driver assistance systems, lighting technology and advanced riding modes to a USB socket, the R 1250 GS Adventure offers you everything you need to explore unknown places. And thanks to the powerful boxer engine with BMW ShiftCam, you can reach any destination with ease. Because we know: Your ideas for travelling the world are endless. Just typical .",BMW,"[{'label': '5 stars', 'score': 0.40715527534484863}]","[{'label': 'positive', 'score': 0.8866061568260193}]"
,"$26,655 ",K 1600 B,New 2023 BMW Touring,"With the K 1600 B one thing is for sure: nothing is more exciting than a long tour. The vast landscape whizzes past you while you are totally relaxed. Enjoy unleashing the power of the legendary six-cylinder engine. From then on, you are virtually eating up the road ahead of you, turning relaxed cruising with luxurious comfort into adventurous performance touring. Just like you would expect from the elongated and dynamically drawn bagger outline. Thanks to the K 1600 B, youre happy to be riding a little longer, whether on your own or with friends. Simply put: .",BMW,"[{'label': '4 stars', 'score': 0.4324767589569092}]","[{'label': 'positive', 'score': 0.968494713306427}]"
,"$26,655 ",K 1600 B,New 2023 BMW Touring,"With the K 1600 B one thing is for sure: nothing is more exciting than a long tour. The vast landscape whizzes past you while you are totally relaxed. Enjoy unleashing the power of the legendary six-cylinder engine. From then on, you are virtually eating up the road ahead of you, turning relaxed cruising with luxurious comfort into adventurous performance touring. Just like you would expect from the elongated and dynamically drawn bagger outline. Thanks to the K 1600 B, youre happy to be riding a little longer, whether on your own or with friends. Simply put: .",BMW,"[{'label': '4 stars', 'score': 0.4324767589569092}]","[{'label': 'positive', 'score': 0.968494713306427}]"
,"$27,065 ",R 1250 RT,New 2023 BMW Touring,"The R 1250 RT is the perfect companion for your tour: Its legendary BMW ShiftCam Boxer engine pulls just as powerfully over country roads as it does over winding mountain passes. Its updated front end makes it look more dynamic and slimmer. On the other hand, there is a wide range of features such as the extra-large 10.25"" TFT display or available Active Cruise Control (ACC) - providing extra comfort on your journey. And at the end of the day, you know that theres nothing like shared experiences and a perfect companion. A fully fledged .",BMW,"[{'label': '5 stars', 'score': 0.47501978278160095}]","[{'label': 'positive', 'score': 0.9436569213867188}]"
,"$27,265 ",R 1250 RT,New 2023 BMW Touring,"The R 1250 RT is the perfect companion for your tour: Its legendary BMW ShiftCam Boxer engine pulls just as powerfully over country roads as it does over winding mountain passes. Its updated front end makes it look more dynamic and slimmer. On the other hand, there is a wide range of features such as the extra-large 10.25"" TFT display or available Active Cruise Control (ACC) - providing extra comfort on your journey. And at the end of the day, you know that theres nothing like shared experiences and a perfect companion. A fully fledged .",BMW,"[{'label': '5 stars', 'score': 0.4786774516105652}]","[{'label': 'positive', 'score': 0.9436569213867188}]"
