mileage,price,BIke name,Types and Used Time,description
"8,900 miles","$6,998 ",Boulevard C50T C50 T,  2021 Suzuki Cruiser,"Ready for a highway run? With the Suzuki 2021 Boulevard C50T, you’ll find yourself equally at home on city streets or out on the interstate. Its fuel-injected, 50 cubic inch, V-twin engine delivers abundant torque and is engineered for comfort. Its bold styling stands out in a crowd, while a long list of features make it ideal for comfortable long-distance cruising. Tour-ready features include a spacious riding position, aerodynamic windshield, custom-made leather-look saddlebags with studs that match the studded dual seats that deliver all-day rider and passenger comfort."
"3,698 miles","$10,000 ",GSX-R 750,  2016 Suzuki Sportbike,"Low miles, one owner, excellent condition, garage keep 2016 GSXR750. Has M4 slip on exhaust, under mount tag holder with LED light, so it's legal. Also has RAM Mount phone holder. Staggered Suzuki wheel stickers. There's absolutely nothing wrong with the motorcycle. It has been well maintained, kept inside, and looks like it just rolled out of the showroom. Clean title in hand. Local pick up in Charlotte, North Carolina. If you want it shipped ,you can purchase and handle getting it to your location. If the ad is up, it's still available."
"5,326 miles","$12,500 ",GSX-R 1000,  2013 Suzuki Sportbike,"2013 GSXR-1000 with only 5326miles. New battery, spark plugs, chain adjustment, oil change, tire check done by professional shop. Slightly lowered by previous owner with adjustable rear links (for short legs that worked out for me). Tires basically perfect as they have an equal amount of tread life left in respect to the milage. Only negatives are 1 missing windshield screw and a scratch or 2 on the muffler. Bike works and rides perfectly, very comfortable, VERY strong, TX title in hand. Asking $12,500. No Joyrides without cash in hand and “M” on DL, I don’t need help selling, Cash offers, no need for trades. Text works best: 8one7- six88- five0seven9-Kevin Professional listing pictures done by K&W Hotshots automotive photography."
,"$18,995 ",HAYABUSA 1300R LIMITED EDITION,  2006 Suzuki Custom,
"24,254 miles","$4,500 ",V-STROM 1000,  2004 Suzuki Dual Sport,"2004 Vstrom DL-1000 for sale. Purchased in 2015 and have only ridden it just over 2000 miles. Always garaged and   Stabil if it was going to sit for any length of time with a battery tinder. I would start the bike and let it run every couple of weeks. The bike was purchased and upgraded to be comfortable for longer trips. I bought it from a gentleman near Bridgewater, VA who had upgraded to a KTM. Upgrades I have done ~New Fuel PumpPowercommander - smoothed out the 2nd gear and gave it a power boostSeat - Multiple seatsHigh WindscreenAdjustable Windscreen BracketScotts Auto Chain OilerCrash Bars - Alt Rider Brand (not a scratch on them)Both Brake and Clutch handles have been swapped to better adjustable ones**bike has center stand for easy maintenanceAs seen in photos I will include the following:- 2 Hard Cases by Givi (Please Note, I no longer have the brackets that hold these to the bike but will include the Hard Cases with sell)- Cover for the bike- Briefcase which matches bike color that fits the back of the bike and screws on to hold gloves and paperwork, etc.- 2 EXTRA Seats for the bike- Original windscreen- Title in Hand -- if the ad is up then it is still for sale -"
,"$7,000 ",HAYABUSA 1300R LIMITED EDITION,  2003 Suzuki Sport Touring,"One owner, first generation 40th anniversary edition Hayabusa, rare bike in a rare color, meticulously maintained, original owner's manual, HMF exhaust, under tail kit, custom grips, custom clutch and brake levers, custom tank and seat covers, fairing mirror delete, bar end mirrors, smoked wind screen, color matched fairing insert, custom driver and passenger foot pegs, cell phone mount, custom brake fluid cover, comes with Shoei Troy Lee Designs joker helmet, storage cover, new battery."
1 miles,"$74,995 ",RGR 500 Gamma,  1989 Suzuki Standard,"1989 Suzuki RGR 500 Gamma, Never ridden collector bike, best of best."
1 miles,"$6,999 ",RM-Z450,New 2023 Suzuki Dirt Bike,"2023 Suzuki RM-Z450, Brand new 2023 RMZ450 is in stock! Call/Click today for details. On sale. Sale ends 04/29/2023  NEW 2023 Suzuki RM-Z450M3 Dirt Bike For Sale In Milwaukee, WI  Southeast Sales  2022 Suzuki RM-Z450M3"
"10,000 miles","$14,000 ",HAYABUSA GSX 1300,  2022 Suzuki Sport Touring,Beautiful 3rd generation. Unbelievable ride. Custom personalized plate. Going to change riding to a more large touring bike. Alpinestars Hayabusa jacket included if fit. Extra higher windscreen plus original.
1 miles,"$8,949 ",GSX-S750Z ABS,New 2022 Suzuki Sportbike,"2022 Suzuki GSX-S750Z ABS, 3.99% for 36 mos expires 6/30/2023  2022 Suzuki GSX-S750Z ABS"
"3,423 miles","$9,999 ",Katana,  2020 Suzuki Standard,"2020 Suzuki Katana, REDUCED $500! Super nice   2020 Suzuki Katana 1000 with only 3423 miles and lot's of nice detail touches added. Looks and runs great.  2020 Suzuki Katana"
"4,226 miles","$9,038 ",V-Strom 1000,  2018 Suzuki Dual Sport,"Introduced in 2002, the V-Strom 1000 expanded the popularity of motorcycles in the adventure-category. When a more proficient V-Strom 1000 debuted in 2014, it was also embraced by riders around the world. To reemphasize the V-Strom’s leadership in this category, Suzuki applies new technology and practical experience to the new 2018 V-Strom 1000."
"2,199 miles","$11,000 ",GSX-R 600,  2018 Suzuki Sportbike,"The bike is super clean, runs excellent and sounds amazing , doesn't need any service at this time or anytime soon, has lots of high quality upgrades [ ALL OEM PARTS ARE AVAILABLE ].####Upgrades####*WoodCraft stator cover [LHS] & crank cover protectors [RHS] ---$140 & $140*CRG [ RC2 ] adjustable brake & clutch levers ---$120 & $120*Shorai lithium battery [ LFX14A4-BS12 ] ---$144*Spiegler stainless-steel braided brake lines [ front + back ] DOT APPROVED ---$200*Gixxer-Boys high power [6000k ] led bulbs [ low beam + high beam + pilots white ] ---$200*M4 slip on exhaust ---$300*BackOFF XP brake light modulator ---$50*WoodCraft servo buddy ---$70*Ten led strips [ RGB ] with two remote control ---$80*PSR lowering links [ 1.5 in ] ---$50[ Front was lowered as well to match. The fork was raised , NO CUT was done to the front springs ] ---$200*PSR adjustable kickstand ---$165*PSR No cut frame sliders ---$160[ there is a little of damage to the sliders due to a couple of drops when I first got the bike almost 4 years ago ]*Barnett carbon fiber clutch kit ---$215*Fuse box + relay + USB accessory ---$35$$$$$ UPGRADES TOTAL COST : $2389 $$$$$"
"24,240 miles","$6,800 ",GSX-R 750,  2005 Suzuki Sportbike,"Sportbike with a strong focus built up for the track. This bike has been meticulously maintained throughout it's life-span. I'm not the original owner but it has been with me since 2006 and was acquired with only 400 miles and was 100% stock at the time. Gradually the bike had been modified to be track foc  but many steps were taken to make the conversion between road legal and track prepped as easy as possible. If I recall correctly I was able to handle this in under two hours.For those that don't know, the 750 is a terrific platform for the track. It provides that extra torque in the low end so you don't need to keep it so high in the revs to power out of the corners while still being fairly light weight in comparison to the liter bikes.Included are both track and road bodies along with several fasteners and miscellaneous parts. Currently the suspension is optimized for a 180lb rider, this is however fully adjustable. Also included are the Pit Bull stands.The bike runs incredibly well and with the HM Quickshifter, it is on another level. It is currently set up in a GP shift pattern but this is very easy to change if necessary. I'd recommend leaving it that way though and making the adjustment, there's very good reason for it. Oil was just changed with Motul full synthetic. Tires are in good shape for the road with a majority of tread life left.Modifications listed below>>For the Road:Tinted windscreenFender eliminatorLED Turn SignalsLED integrated tail lightFor the Track:Aim lap timerAcumen gear indicatorAkrapovic full exhaust K&N air intakeHM QuickshifterASV LeversRace GripsDID chainVortex sprockets Vortex rearsets Vortex frame slidersVortex bar endsVortex fairing stay (for race body only)Ohlins rear ShockOhlins steering damper Racetech springs / front fork rebuild EBC front brake rotorsSteel braided brake linesSpeedscreen Amour Bodies full track bodySafety wired oil drain plug, oil filter, and oil capDriven fuel capEngine Ice coolant"
1 miles,"$12,849 ",GSX-R750,New 2023 Suzuki Sportbike,"2023 Suzuki GSX-R750, 8.99% for 36, 48, 60 mos expires 6/30/2023  2023 Suzuki GSX-R750"
1 miles,"$11,699 ",GSX-R600,New 2023 Suzuki Sportbike,"2023 Suzuki GSX-R600, 8.99% for 36, 48, 60 mos expires 6/30/2023  2023 Suzuki GSX-R600"
1 miles,"$8,499 ",Boulevard C50T C50 T,New 2022 Suzuki Cruiser,"2022 Suzuki Boulevard C50T, Brand new 2022 Suzuki Boulevard is equipped with windshield, and saddlebags. Call/Click today for details! On sale! Winter Sale pricing and includes all Factory Rebates. On sale. Sale ends 03/31/2023    NEW 2022 Suzuki Boulevard C50T Motorcycle For Sale In Milwaukee, WI  Southeast Sales  2022 Suzuki Boulevard C50T"
"6,703 miles","$16,999 ",V-Strom 1050XT Adventure,  2020 Suzuki Dual Sport,"2020 Suzuki V-Strom 1050XT Adventure, Please call or text our internet department for more information. 865-985-4126  2020 Suzuki V-Strom 1050"
"10,898 miles","$8,780 ",V-STROM 650XT TOURING,  2019 Suzuki Dual Sport,"I traded up in 2019 from a 2012 650xt and have been thrilled with the performance enhancements. I'm the only owner and I have baby'd this bike but of course, had to allow it to see some off road activity. Never dropped and always maintained via my local Suzuki dealer, there is still a year of extended transferable warranty left thru next spring, 2024. 2 inch riser bar mounts give it a comfortable riding position. The sit-n-fly seat cover will accompany the bike to the new owner and I would encourage using it to provide hours of saddle comfort. SW-Motech hard side bags and a Nelson-Rigg soft trunk allow enough gear for a full week trip and the Rigg tank bag is securly positioned for easy reach of the essentials you need at your fingertips. 2 ignition/gas cap/seat lock keys and 2 hard bag keys are included as well as all books and manuals. Michelin rear has 1,000 miles on it and the front Shinko, while having travelled about 2,000 still shows tons of deep tread. The Brake-Away throttle lock is highly functional and actually holds speeds more consistent than any other manual cruise control I've ever  . Upgrading to the Givi Airflow windscreen was one of my best decisions. Truly this aftermarket beauty will allow you the perfect wind shielding position for a rider of any height and any posture style.If you plan to enjoy the TAT or any offroad fun you'll appreciate the massively protective T-Rex skid plate and engine guard duo. Research will show you that the standard poly skid plate that comes as OE equipment is basically worthless. You couldn't drive a tank thru the Rex. I provided a couple of pics into the bags showing the felt lining I added. The tire plug kit is included. Fortunate for me I never had to use it. I'm sure considering making an investment like this will cause questions to surface so I'll always be available via phone, text or email. I have the title in hand so be ready with your financing in place should you choose to purchase my girl. Finally the picture of the WD40 degreaser and chain cleaner brush is to show you that after each ride during the clean up process the chain was properly cleaned and then lubed. Chain tension was checked during every service visit.Did I mention Baha driving lights?"
"1,044 miles","$4,950 ",VAN VAN 200,  2018 Suzuki Dual Sport,"2018 Suzuki VAN VAN 200, MINT / ONLY 1,044 MILES NEW! / NO DEALER FEES / FINANCING AVAILABLE / NATIONWIDE DELIVERY AVAILABLE / 24 HOUR MONEY BACK GUARANTEE / This vehicle is subject to prior sale and may become unavailable. Please contact us to confirm availability, this vehicle may not be located at our retail location."
"1,899 miles","$7,000 ",GSX-R 600,  2009 Suzuki Sportbike,"Get Ready for Summer. 2009 GSX-R600 in traditional Suzuki styling (blue/white). Great condition. Runs great. Purchased new. One owner. Garaged. Low miles (1899mi). Recently tuned. New battery. New Tires. New Fuel Pump. No outstanding factory recalls. Never been laid down while riding, but has fallen over once due to parking on unlevel surface. Minor scratches to left front fairing and crank case cover as well as damage to clutch lever. Clutch lever is functional and on plane it just has no end ball. Available immediately. Located in Irmo, SC. Will not deliver. E-mail if interested."
