mileage,price,Bike name ,Time of USed,description
,"$11,999 ",SPORTCLASSIC GT1000,  2007 Ducati Sportbike,"This is one of my favorite bikes from my small collection. I'm the 3rd owner. I purchased it in July 2017 from a seller in Higland Park, IL. When I purchased it, it had 6872 miles and now it has 7,783. It's been garage kept and has never been down. It starts every time and on the first attempt, and it runs like a beast. If you know, you know. This is one of the best sounding motorcycles you can own. Hearing the engine rev makes the hair on neck stand up. I never entered the bike in any shows, but the previous owner did and won a couple of first place awards in the Best of Modern Italian Motorcycle category (Included). The bike is currently registered in CA for 2023. The buyer will receive both Black Keys and the infamous RED KEY along with the KEY CODE CARD which contains the electronic code and the mechanical code for the motorcycle. I think the red key is about $500 to replace so don't lose it. The bike has upgraded exhaust pipes and fold down mirrors. It also has front light screen protector and solo single seat conversion with rear cowl which adds a clean smooth aerodynamic racing profile to the look. The racing number 7 reflects the year the model year of 2007. Please see the attached invoice the last service I did at my Ducati dealer. The total invoice as $2,152.14. I had brought the bike in because it wasn't turning over. Apparently it had been sitting for too long and the gas had gone bad. The invoice provides a detailed account of everything that was done. It's in excellent condition from top to bottom. Tires were replaced about two years ago and are in excellent condition as well. The bike is located in Beverly Hills CA. These GT100 models were only produced between 2007 and 2010 and are highly sought after which means you’re almost certain to recoup your purchase price should you ever choose to sell this highly collectable bike.Here’s a link if you’d like to read more about this model. https://en.wikipedia.org/wiki/Ducati_SportClassic The reason I’m selling is that I just have too many bikes and not enough time to ride them. Additionally, I’ve been doing a lot more adventure riding the past few years which included a RTW trip in 2017 and completing the Trans America Trial in 2020. I'm happy to answer any questions that you might have and take and post additional photos or videos of anything you'd like to see. Kind regards,Mikemikewinn100@gmail.com"
3 miles,"$26,995 ",Multistrada V4 S Sport Full Alloy Wheels,New 2022 Ducati Standard,
"1,123 miles","$12,300 ",MONSTER + 937,  2022 Ducati Standard,2022 Ducati Monster Plus
743 miles,"$13,900 ",HYPERMOTARD 950 SP,  2020 Ducati Super Moto,"2020 Ducati Hypermotard 950 SP Special, 2020 Ducati Hypermotard 950 SP Special Game On

Aggressive look, sporty and fearless character: the new Hypermotard 950 SP goes back to the roots of competition motard style without sacrificing the sporty essence. Wide handlebar, narrow sides, low weight for greater agility when changing directions and a 114 HP Testastretta 11° engine, the new Hypermotard 950 SP offers unlimited excitement and fun.Power Modes, Day Time Running Light (DRL), Ducati Quick Shift (DQS) up/down, Marchesini forged wheels, Tapered aluminum handlebars, Removable passenger footpegs, USB power socket, Carbon fiber components: front mudguard, timing belt covers.Features may include:Design

The new Hypermotard perfectly combines such distinctive features of the Hypermotard 1100 as minimalism, aggressiveness, lightweight look and a ""fun-bike"" image with the innovation and technology of Ducati's latest generation models.Ergonomics

The riding position has been thoroughly revised for the utmost riding fun and control. The new Hypermotard 950 sports a new, more open handlebar, narrower side profile and a new Hypermotard 950 seat, featuring a flat, extended profile and a moderate bulge in the passenger area for improved comfort. The SP version seat is flat, in line with the motard style, to facilitate shifting forward and backward on the seat while riding.Performance

The Hypermotard 950 family is equipped with a revised version of the 937cc twin-cylinder Ducati Testastretta 11°. The twin-cylinder engine has been radically revised (and lightened by 1.5 kg). It outputs 4 more horsepower than its predecessor, achieving 114 hp at 9,000 rpm and a flat torque curve peaking at 9.8 kgm at 7,250 rpm.Maintenance

Thanks to Ducati's constant attention to quality, the 937 cc Testastretta 11° engine allows optimal maintenance management: valve adjustment is scheduled every 18,000 mi (30,000 km)."
"4,925 miles","$32,999 ",Panigale V4 Speciale,  2018 Ducati Sportbike,"2018 Ducati Panigale V4 Speciale, Maali Motorsports is proud to present this 2018 Ducati Panigale V4 SpecialeUpgrades - Factory Akrapovic Race Exhaust Ducabike Clear Clutch Cover Rizoma Levers Rizoma Rearsets Forged Carbon Winglets TWM Gas Cap CRG Bar End Mirrors Mirror Block off Blinkers NRC Tail Tidy Kit  2018 Ducati Panigale V4 Speciale"
"15,327 miles","$11,000 ",Diavel Carbon Star White and Matt Carbon,  2015 Ducati Sportbike,"2015 Ducati Diavel Carbon Star White and Matt Carbon, - 15,327 Miles- Upgraded Hydraulic Clutch- Upgraded Exhaust-Fresh VA State Safety Inspection More Photos and Inventory at WWW.STONEMANMOTORSPORTS.COM . VA Dealer. Price does not include $200 Processing Fee or VA State Tax, Title, Tag Fees. We BUY/CONSIGN/TRADE for clean motorcycles, ATV's, Side by Sides, Tractors, Heavy Equipment, and more!!! Just call and ask! Inquire today!! 2015 Ducati Diavel Carbon Star White and Matt Carbon"
,"$11,895 ",Scrambler Urban Motard,New 2023 Ducati Standard,"2023 DUCATI Scrambler Urban Motard, IN STOCK!Through 4/31/2023, enjoy financing as low as 3.99% (wac) and no payments for 90 days!   Features  Engine"
8 miles,"$17,695 ",DesertX Star White Silk,New 2023 Ducati Sportbike,"2023 Ducati DesertX Star White Silk, 2022 Ducati DesertX"
871 miles,"$17,499 ",HYPERMOTARD 950 SP,  2022 Ducati Sportbike,"My loss is your gain, and riding season is here! This machine has so much potential and really needs an owner that can better explore her capabilities. Clean, never dropped, nor been on one wheel. Same as a 2023 model so this is your opportunity to save money! Additions/Mods:1. Ducati Lower Seat (comes with standard seat as well)2. EvoTech Radiator/Cylinder/Oil Cooler Guards3. EvoTech Frame Sliders4. EvoTech Front Fork Sliders5. EvoTech Ducati Performance Rear LED Turn Signals6. EvoTech Tail Tidy7. CRG Bar End Mirrors8. Ducati Throttle Spacer KitAll of these mods are bolt on, no cutting or drilling so they can be reverted to stock configuration. I will include all the original parts. Services are current and performed by Santa Barbara Ducati.Ducati Financial does hold the clean title."
"3,252 miles","$22,499 ",Streetfighter V4 S Ducati Red,  2021 Ducati Sportbike,"2021 Ducati Streetfighter V4 S Ducati Red, Low-mileage 2021 Ducati Streetfighter V4S in classic Ducati Red with CRG billet adjustable levers and a New Rage Cycles tail tidy with LED turn signals, has mismatched radiator shrouds (right side is custom-painted black with red splotches; left side is silver) but is otherwise in excellent condition.   2021 Ducati Streetfighter V4 S Ducati Red"
"3,098 miles","$7,490 ",Scrambler 800 Dark,  2020 Ducati Standard,"2020 Ducati Scrambler 800 Dark, LOW MILES 1 OWNER CLEAN TITLE CLEAN BIKE FRESH SERVCIE  2020 Ducati Scrambler 800 Dark"
"2,900 miles","$8,250 ",SCRAMBLER FULL THROTTLE,  2018 Ducati Standard,
"7,519 miles","$12,995 ",MULTISTRADA 1200 S GRANTURISMO,  2014 Ducati Sport Touring,
"10,021 miles","$10,999 ",Monster 1200 S,  2019 Ducati Sportbike,
"12,827 miles","$10,490 ",Multistrada 1200 S Touring,  2015 Ducati Sport Touring,"2015 Ducati Multistrada 1200 S Touring, this Multistrada 1200S Touring was just traded in on a R1200GS. We do not add Dealer Reconditioning fees on our   inventory. Transparent financing information is available on our website. Click the ""Buy Online"" button to structure your individual financing options. Now available at our San Diego BMW Motorcycles Showroom, with the following BMW installed options:  Call or email us with any questions you may have or come by for a test ride! Competitive financing is available and trade-ins are encouraged. 858-560-BIKE (2453) Selling Price does not include; $31 Electronic DMV filing fee, $85 documentation fee, or sales tax and vehicle license based on your physical address. Sales Department Hours 9-6 Tuesday to Saturday."
"1,900 miles","$19,400 ",HYPERMOTARD 950 SP,  2022 Ducati Sportbike,
439 miles,"$13,495 ",SCRAMBLER DESERT SLED,  2021 Ducati Dual Sport,"-- Better than new with added touches like the Ducati factory Sport Line Racing Silencer by Termignoni with removable ""DB Killer"" end fitting, along with new Ducati engine mapping to maximize revised performance. Fender revision and modern new LED signals front and rear significantly improve look. Tank protector, Pit Bull rear stand and battery tender included. Still in warranty, had 600 mile service June 2022. Pristine condition, stored in climate controlled garage since delivery, never off roaded, totally pampered."
829 miles,"$12,995 ",Scrambler 1100 Special,  2020 Ducati Sportbike,
"1,668 miles","$39,950 ",PANIGALE V4 R,  2020 Ducati Sportbike,
"8,500 miles","$18,495 ",Panigale V4,  2019 Ducati Sportbike,"2019 Ducati Panigale V4, This vehicle now at bcgintcorp.com! Dont Pay More! bcgintcorp.com We have been in the industry for over 15 years.WE OFFER TOTAL TRANSPARENCYNo Hidden FeesNo Stress of Negotiating PriceBuy Here Pay Here AvailableREAD OUR REVIEWS!* A+ rated on the Better Business Bureau* Google Five StarBefore you shop anywhere else - READ THE DEALERS REVIEWS!Many dealers will surprise you with hidden fees that are additional to the advertised price. This does not happen at bcgintcorp.com. We stand behind every vehicle we sell with a 30 day/1000 mile Powertrain Warranty (Only valid for vehicle over $5k) for added peace of mind. You can even skip the dealership all together if you wish.DO IT ALL ONLINE:* Virtual Video Walkarounds* Free Vehicle Inspection Reports* Virtual Trade Appraisals* Online Financing* Nationwide Shipping Available (call for quote)SET AN APPOINTMENT:* Schedule Your Test Drive* Save Thousands on Your Next Vehicle!We have Four State-of-the-Art locations throughout Florida and we can't wait to help you save thousands on your next purchase!Start shopping online now at www.bcgintcorp.com"
"11,362 miles","$38,500 ",PANIGALE 1299 R FINAL EDITION,  2018 Ducati Sportbike,2018 Ducati Panigale 1299R Final EditionOriginal owner. Dealer Ducati Master Mechanic serviced. Perfect as new condition. New Pirelli Diablo Supercorsa TD-SC3 tires. Stored on a front and rear stand in a garage. See the mods below.Inquire for more questions and shipping arrangements—title in hand. Own the final Ducati twin superbike. The performance of the Superleggera with the reliability and maintenance of their standard 1299.#529 of 1299 produced globallyhttps://www.ducati.com/ww/en/bikes/panigale/1299-panigale-r-final-editionModifications:Ducati Race Titanium Akrapovic exhaust with Ducati racing up map. Increases power to 220hp and cleans up the midrange. Includes carbon fiber belly pan.Brembo 17 RCS Corsa Corta Radial Master Cylinder – Moto GP specDucabike Billet Right Hand 2 button switch for RCS Brake Master CylinderLuimoto Gel Superleggera Custom seatCarbon Fiber rear cowlCarbon Fiber quick-release gas capNRC Tail tidy integrated LED taillights
3 miles,"$15,195 ",SuperSport 950 Ducati Red,New 2023 Ducati Sportbike,"2023 Ducati SuperSport 950 Ducati Red, PRE ORDER NOW!!  2023 Ducati SuperSport 950 Ducati Red"
