mileage,price,Bike,Types and Used Time,description
"18,519 miles","$14,299 ",S 1000 XR Racing Red with White Aluminum Metallic Matte,  2020 BMW Dual Sport,"Make no concessions, demand it all. From yourself, but also from your machine. Always fighting for the racing line: every curve a few degrees deeper, a few millimeters tighter. mile after mile. With the new S 1000 XR, you have a motorcycle that also makes no compromises. It combines athleticism and long-distance performance in perfect form. Its sporty aggressiveness comes from the RR. Its outstanding ergonomics with the upright, relaxed seat position, however, allows you to fight for every curve and straightaway all day. A racetrack that only finishes when you want. How it should be. That is how we view the XR. What about you?"
"14,831 miles","$12,895 ",F850GS 850 GS ADVENTURE,  2019 BMW Dual Sport,
411 miles,"$13,790 ",R nineT,  2019 BMW Standard,New BMW Motorcycles
"3,965 miles","$10,500 ",R NINET URBAN G/S,  2018 BMW Standard,"This pre-owned 2018 BMW R nineT Urban G/S roadster motorcycle in Light White is available for sale at Euro Cycles of Tampa Bay Florida. 8509 Gunn Hwy, Odessa, FL 33556. ph: 813-926-9937OPTIONS:Heated GripsABS BrakesRear Luggage RackSaddlebag Mounts"
"21,880 miles","$18,299 ",R 1200 GS ADVENTURE,  2018 BMW Dual Sport,
"33,020 miles","$12,000 ",R 1200 RT,  2018 BMW Sport Touring,
"8,100 miles","$18,499 ",K 1600 GTL K1600GTL,  2018 BMW Sport Touring,2018 BMW K 1600 GTL Light White
"8,259 miles","$16,390 ",S 1000 RR,  2017 BMW Sportbike,"Although 2017 may represent a fairly minor update for the barnstorming BMW S1000RR, it's still an absolutely extraordinary machine. Bristling with technology and bulging with power, it's somehow a smooth and easy-riding city commuter when it's not unleashing all kinds of hell on the open road."
,"$15,500 ",R 1200 GS ADVENTURE,  2017 BMW Dual Sport,
"10,925 miles","$11,290 ",S 1000 XR,  2016 BMW Dual Sport,New BMW Motorcycles
"16,894 miles","$17,390 ",R 1200 GS Adventure,  2015 BMW Dual Sport,New BMW Motorcycles
,"$15,720 ",F 900 XR,New 2023 BMW Sport Touring,"The BMW F 900 XR;;Higher, faster, further.;;XR stands for the uncompromising combination of athleticism and long-distance performance: Adrenaline for days, curve for curve. On the F 900 XR, you can keep hunting these curves without stopping - mile after mile. Even its thrilling design promises pure performance. While the upright, relaxed sitting position and the wind and weather protector show: Only one person decides when your ride is over - you.;;Thanks to the full assortment of equipment, you are just as well-equipped for sport riding and travel as you are for the city. The F 900 XR is the bike that matches you and your attitude.;;#NeverStopChallenging"
,"$27,265 ",R 1250 RT Sport,New 2023 BMW Touring,"The R 1250 RT is the perfect companion for your tour: Its legendary BMW ShiftCam Boxer engine pulls just as powerfully over country roads as it does over winding mountain passes. Its new front end makes it look more dynamic and slimmer. On the other hand, there is a wide range of features such as the extra-large 10.25"" TFT display or available Active Cruise Control (ACC) - providing extra comfort on your journey. At the end of the day, you sit back relaxed knowing that the next tour is always the greatest."
"1,080 miles","$16,995 ",R 18 B,  2022 BMW Touring,
,"$15,730 ",R nineT Scrambler 719 Black Storm Metallic / Racing Red,New 2022 BMW Touring,"The R nineT Scrambler knows no conventions: rough, unadapted, individual. Its handling is balanced and unique. With the boxer, you can ride around with your head held high, it is available for every spontaneity. And the typical Scrambler look together with the relaxed seating position makes a lot of difference and above all is a lot of fun. Design your R nineT Scrambler so that it fits perfectly into your life. No matter what the others say. Just typical #Soulfuel."
"11,999 miles","$19,600 ",S 1000 XR,  2021 BMW Sport Touring,
"6,300 miles","$18,000 ",S 1000 XR M SPORT,  2021 BMW Sport Touring,
"6,800 miles","$29,995 ",R 1250 GS ADVENTURE,  2021 BMW Dual Sport,
"26,038 miles","$18,290 ",R 1250 GS Adventure,  2020 BMW Dual Sport,"Active Factory Warranty until 08/21/2023 or 36,000 miles!"
"15,725 miles","$20,000 ",R 1200 GS ADVENTURE,  2018 BMW Sport Touring,
"58,640 miles","$16,297 ",R 1200 GS ADVENTURE,  2017 BMW Dual Sport,
,"$8,900 ",R 100 GS,  1995 BMW Classic / Vintage,"1995 R100GS was a very special bike even back in '95.. It not only represented the last of BMW’s super simple carbureted airheads, it was also part of an R100 limited edition program that sold alongside the fuel-injected R1100GS through 1996.  2 valves per cylinder to put forth 60 hp and 56 ft-lbs of torque. It was one of the first models to employ BMW’s paralever rear suspension system. The brakes were a standard-at-the-time single hydraulic (Brembo) disc front and drum rear. The sealed shaft drive transmission   5 speeds. This bike represents the most advanced BMW airhead, a tradition that started in 1923 and lasted 72 years culminating in 1995 with this machine."
,"$16,985 ",R nineT Scrambler,New 2023 BMW Standard,"The BMW R nine T Scrambler;;Powerful, robust, creative;;The R nineT Scrambler knows no conventions: rough, unadapted, individual. Its handling is balanced and unique. With the boxer, you can ride around with your head held high, it is available for every spontaneity. And the typical Scrambler look together with the relaxed seating position makes a lot of difference - and above all is a lot of fun. Design your R nineT Scrambler so that it fits perfectly into your life. No matter what the others say. Just typical #Soulfuel."
416 miles,"$13,995 ",F 900 XR,  2023 BMW Sport Touring,"XR stands for the uncompromising combination of athleticism and long-distance performance: Adrenaline for days, curve for curve. On the F 900 XR, you can keep hunting these curves without stopping – mile after mile. Even its thrilling design promises pure performance. While the upright, relaxed sitting position and the wind and weather protector show: Only one person decides when your ride is over – you."
124 miles,"$26,990 ",K 1600 GTL Black Storm Metallic,New 2022 BMW Sportbike,"There is a German proverb along the lines of “anyone who travels with ambitions never travels alone.” This is especially true when you are traveling with someone else. The BMW K 1600 GTL represents both these elements. It offers performance touring that leaves no wishes unfulfilled. Its powerful six-cylinder engine now delivers dynamism and superior character: thanks to the comfortably designed vehicle geometry, you can enjoy every mile. - The cockpit has also been redesigned. it has been entirely geared towards interaction with you so you can enjoy every tour even more consciously and intensively. Because traveling together starts here truly in the spirit of #RideAndShare."
,"$17,999 ",R 18 B Black Storm Metallic,New 2022 BMW Cruiser,"The R 18 B brings together full Boxer power with BMW Motorrad touring history and the emotional character of the R 18 family. The large front end featuring a fork-mounted fairing and low windscreen demonstrate a strong character. The 1802 cc of the black Big Boxer leaves no room for speculation. Still, it’s not all about displacement. The R 18 B goes significantly further. It’s made for customizing. Turn it into your unique bike and bring out the #SoulFuel."
"9,974 miles","$9,990 ",F 750 GS,  2019 BMW Sport Touring,"The  is your ticket to adventure. Take a short break from everyday life. Expand your horizons. With the BMW F 750 GS. The adventure bike masters all routes, whatever the terrain. The comprehensive standard equipment with ABS, Dynamic Traction Control (DTC) and LED indicators, as well as the optional Ride Modes, leaves nothing to be desired. And with the seat height being 32" makes embarking on your next adventure easier than ever before. So climb on the F 750 GS and experience the Spirit of GS."
"37,700 miles","$14,495 ",K 1600 B,  2018 BMW Sport Touring,"Take a relaxed cruise anytime.;;If you’re hungry for asphalt and for new horizons, then the Bagger is the motorcycle for your journey. With its six cylinders, it delivers impressive power and extraordinary running smoothness. Let the journey begin. You and the bike become one with the road in the Bagger silhouette: the chopped windscreen and the striking rear ensure an unmistakable appearance. Behind its good looks is a great deal of innovative technology and a high level of comfort. So get going with the K 1600 B.;;Unmistakably Bagger. Unmistakably different.;;This bagger is made for gliding along. Brimming with presence, the sloping line of the silhouette makes the K 1600 B low and streamlined. The Black Storm Metallic color, combined with the various black tones, gives the Bagger its shape and makes it appear imposing and confident at the same time. The chopped windscreen and the striking rear section with LED indicators and brake lights integrated into the cases define the style. The black 6-cylinder completes the strong character and overall image. And with the standard tubular handlebars, the Bagger can be easily steered towards the horizon.;;No distance is too far.;;The 1600 6-cylinder in-line engine ensures the desired dynamics with smooth power delivery that is unmatched. Its maximum torque of 129 lb-ft (175 Nm) and 160 hp (118 kW) develop an incomparable and effortless thrust. At 1500 rpm, 70% of torque is already achieved. This means even the smallest movement of your wrist results in impressive acceleration. After arriving at your destination, the Reverse Assist option ensures effortless maneuvering. By choosing Keyless Ride you add another technical highlight that perfectly rounds off the overall package.;;Endless riding pleasure.;;The standard dynamic ESA (Electronic Suspension Adjustment) provides optimum handling and riding dynamics. In"
"19,477 miles","$17,899 ",K 1600 Grand America,  2018 BMW Touring,"Go even further with the K 1600 Grand America. This fully-equipped touring bike gets you closer to the road than you ever thought possible, without compromising riding pleasure or comfort. Always ready to go the extra mile, the legendary 6-cylinder in-line engine triumphs with an unparalleled smoothness and impressive power. Its design and features are on another level. From the windshield to the distinctive rear with enough space for two passengers, all the way to the easy-to-use top case and backrest, there’s an understated cool about the Bagger. The Grand America makes the horizon seem boundless—and yet within reach."
"33,000 miles","$8,900 ",F 800 GS,  2010 BMW Touring,
,"$15,765 ",R nineT Urban G/S,New 2023 BMW Standard,"The BMW R nine T Urban G/S;;Authentic, striking, balanced;;As the crow flies? No, the detour is the destination. And when it comes to gravel, the R nineT Urban G/S is also in its element. Its design is reminiscent of the first G/S models, the legendary BMW R 80 G/S. And with it, the idea that simply anything is possible. The geometry with the upright, relaxed seating position, the well-balanced handling and the boxer with its unmistakable sound, challenge you to rewrite history with the R nineT Urban G/S - your history. Personal, individual and truly #Soulfuel."
3 miles,"$25,145 ",R 1250 GS Adventure,New 2023 BMW Standard,NO DESTINATION IS TOO FAR
10 miles,"$12,535 ",R nineT Pure 719 Pollux Metallic/Light White,New 2023 BMW Touring,Reduced to the essential. But full of self-confidence. The BMW R nineT Pure. The powerful air/oil-cooled engine gives you goosebumps on the tarmac. Its classic roadster look with the compact fuel tank and slim rear reminds you of the early days of BMW Motorrad. The purist design and the many possibilities for customization invite you to create your very own personal bike. One that no one else rides. Give your ideas free rein and immerse yourself in the world of #Soulfuel with the R nineT Pure.
8 miles,"$28,490 ",K 1600 GTL Black Storm Metallic,New 2023 BMW Touring,"There is a German proverb along the lines of “anyone who travels with ambitions never travels alone.” This is especially true when you are traveling with someone else. The BMW K 1600 GTL represents both these elements. It offers performance touring that leaves no wishes unfulfilled. Its powerful six-cylinder engine now delivers dynamism and superior character: thanks to the comfortably designed vehicle geometry, you can enjoy every mile. - The cockpit has also been redesigned. it has been entirely geared towards interaction with you so you can enjoy every tour even more consciously and intensively. Because traveling together starts here truly in the spirit of #RideAndShare."
